file,label
../Datasets/normalized_landmarks\Front\W309\W309S03F_04.npy,W309
../Datasets/normalized_landmarks\Front\W055\W055S12F_08.npy,W055
../Datasets/normalized_landmarks\Front\W071\W071S09F_10.npy,W071
../Datasets/normalized_landmarks\Front\W048\W048S01F_15.npy,W048
../Datasets/normalized_landmarks\Front\W325\W325S09F_09.npy,W325
../Datasets/normalized_landmarks\Front\W161\W161S04F_11.npy,W161
../Datasets/normalized_landmarks\Front\W340\W340S08F_02.npy,W340
../Datasets/normalized_landmarks\Front\W271\W271S05F_04.npy,W271
../Datasets/normalized_landmarks\Front\W109\W109S11F_07.npy,W109
../Datasets/normalized_landmarks\Front\W061\W061S03F_07.npy,W061
../Datasets/normalized_landmarks\Front\W006\W006S13F_09.npy,W006
../Datasets/normalized_landmarks\Front\W277\W277S14F_02.npy,W277
../Datasets/normalized_landmarks\Front\W065\W065S08F_10.npy,W065
../Datasets/normalized_landmarks\Front\W204\W204S08F_01.npy,W204
../Datasets/normalized_landmarks\Front\W046\W046S09F_11.npy,W046
../Datasets/normalized_landmarks\Front\W054\W054S11F_10.npy,W054
../Datasets/normalized_landmarks\Front\W307\W307S06F_01.npy,W307
../Datasets/normalized_landmarks\Front\W277\W277S01F_07.npy,W277
../Datasets/normalized_landmarks\Front\W194\W194S08F_09.npy,W194
../Datasets/normalized_landmarks\Front\W121\W121S06F_05.npy,W121
../Datasets/normalized_landmarks\Front\W059\W059S01F_07.npy,W059
../Datasets/normalized_landmarks\Front\W357\W357S07F_08.npy,W357
../Datasets/normalized_landmarks\Front\W193\W193S01F_04.npy,W193
../Datasets/normalized_landmarks\Front\W373\W373S15F_03.npy,W373
../Datasets/normalized_landmarks\Front\W064\W064S10F_05.npy,W064
../Datasets/normalized_landmarks\Front\W364\W364S03F_08.npy,W364
../Datasets/normalized_landmarks\Front\W369\W369S02F_02.npy,W369
../Datasets/normalized_landmarks\Front\W362\W362S16F_09.npy,W362
../Datasets/normalized_landmarks\Front\W037\W037S15F_05.npy,W037
../Datasets/normalized_landmarks\Front\W327\W327S09F_05.npy,W327
../Datasets/normalized_landmarks\Front\W368\W368S15F_03.npy,W368
../Datasets/normalized_landmarks\Front\W342\W342S04F_03.npy,W342
../Datasets/normalized_landmarks\Front\W354\W354S14F_06.npy,W354
../Datasets/normalized_landmarks\Front\W214\W214S12F_05.npy,W214
../Datasets/normalized_landmarks\Front\W287\W287S07F_07.npy,W287
../Datasets/normalized_landmarks\Front\W165\W165S06F_08.npy,W165
../Datasets/normalized_landmarks\Front\W056\W056S04F_08.npy,W056
../Datasets/normalized_landmarks\Front\W282\W282S17F_10.npy,W282
../Datasets/normalized_landmarks\Front\W350\W350S12F_01.npy,W350
../Datasets/normalized_landmarks\Front\W127\W127S11F_13.npy,W127
../Datasets/normalized_landmarks\Front\W312\W312S01F_09.npy,W312
../Datasets/normalized_landmarks\Front\W043\W043S08F_05.npy,W043
../Datasets/normalized_landmarks\Front\W171\W171S09F_09.npy,W171
../Datasets/normalized_landmarks\Front\W372\W372S08F_08.npy,W372
../Datasets/normalized_landmarks\Front\W015\W015S04F_05.npy,W015
../Datasets/normalized_landmarks\Front\W113\W113S04F_01.npy,W113
../Datasets/normalized_landmarks\Front\W208\W208S04F_07.npy,W208
../Datasets/normalized_landmarks\Front\W094\W094S05F_04.npy,W094
../Datasets/normalized_landmarks\Front\W187\W187S01F_05.npy,W187
../Datasets/normalized_landmarks\Front\W376\W376S16F_03.npy,W376
../Datasets/normalized_landmarks\Front\W129\W129S05F_02.npy,W129
../Datasets/normalized_landmarks\Front\W187\W187S11F_05.npy,W187
../Datasets/normalized_landmarks\Front\W396\W396S14F_10.npy,W396
../Datasets/normalized_landmarks\Front\W198\W198S02F_06.npy,W198
../Datasets/normalized_landmarks\Front\W062\W062S05F_05.npy,W062
../Datasets/normalized_landmarks\Front\W372\W372S03F_19.npy,W372
../Datasets/normalized_landmarks\Front\W268\W268S11F_14.npy,W268
../Datasets/normalized_landmarks\Front\W243\W243S04F_10.npy,W243
../Datasets/normalized_landmarks\Front\W189\W189S08F_01.npy,W189
../Datasets/normalized_landmarks\Front\W397\W397S14F_11.npy,W397
../Datasets/normalized_landmarks\Front\W322\W322S15F_07.npy,W322
../Datasets/normalized_landmarks\Front\W047\W047S11F_01.npy,W047
../Datasets/normalized_landmarks\Front\W095\W095S04F_08.npy,W095
../Datasets/normalized_landmarks\Front\W131\W131S08F_09.npy,W131
../Datasets/normalized_landmarks\Front\W098\W098S06F_05.npy,W098
../Datasets/normalized_landmarks\Front\W340\W340S07F_03.npy,W340
../Datasets/normalized_landmarks\Front\W201\W201S08F_09.npy,W201
../Datasets/normalized_landmarks\Front\W374\W374S07F_01.npy,W374
../Datasets/normalized_landmarks\Front\W224\W224S12F_06.npy,W224
../Datasets/normalized_landmarks\Front\W154\W154S01F_05.npy,W154
../Datasets/normalized_landmarks\Front\W103\W103S06F_05.npy,W103
../Datasets/normalized_landmarks\Front\W318\W318S12F_06.npy,W318
../Datasets/normalized_landmarks\Front\W338\W338S16F_01.npy,W338
../Datasets/normalized_landmarks\Front\W040\W040S13F_01.npy,W040
../Datasets/normalized_landmarks\Front\W215\W215S09F_01.npy,W215
../Datasets/normalized_landmarks\Front\W053\W053S02F_06.npy,W053
../Datasets/normalized_landmarks\Front\W181\W181S02F_01.npy,W181
../Datasets/normalized_landmarks\Front\W348\W348S05F_01.npy,W348
../Datasets/normalized_landmarks\Front\W127\W127S12F_02.npy,W127
../Datasets/normalized_landmarks\Front\W310\W310S17F_01.npy,W310
../Datasets/normalized_landmarks\Front\W049\W049S11F_08.npy,W049
../Datasets/normalized_landmarks\Front\W022\W022S11F_06.npy,W022
../Datasets/normalized_landmarks\Front\W368\W368S08F_10.npy,W368
../Datasets/normalized_landmarks\Front\W196\W196S01F_11.npy,W196
../Datasets/normalized_landmarks\Front\W379\W379S16F_09.npy,W379
../Datasets/normalized_landmarks\Front\W113\W113S02F_01.npy,W113
../Datasets/normalized_landmarks\Front\W158\W158S09F_12.npy,W158
../Datasets/normalized_landmarks\Front\W236\W236S08F_04.npy,W236
../Datasets/normalized_landmarks\Front\W126\W126S15F_01.npy,W126
../Datasets/normalized_landmarks\Front\W171\W171S13F_01.npy,W171
../Datasets/normalized_landmarks\Front\W364\W364S02F_01.npy,W364
../Datasets/normalized_landmarks\Front\W360\W360S14F_11.npy,W360
../Datasets/normalized_landmarks\Front\W040\W040S13F_02.npy,W040
../Datasets/normalized_landmarks\Front\W049\W049S08F_06.npy,W049
../Datasets/normalized_landmarks\Front\W255\W255S08F_05.npy,W255
../Datasets/normalized_landmarks\Front\W249\W249S09F_03.npy,W249
../Datasets/normalized_landmarks\Front\W008\W008S08F_05.npy,W008
../Datasets/normalized_landmarks\Front\W381\W381S01F_04.npy,W381
../Datasets/normalized_landmarks\Front\W002\W002S09F_09.npy,W002
../Datasets/normalized_landmarks\Front\W288\W288S08F_05.npy,W288
../Datasets/normalized_landmarks\Front\W215\W215S06F_06.npy,W215
../Datasets/normalized_landmarks\Front\W361\W361S09F_09.npy,W361
../Datasets/normalized_landmarks\Front\W278\W278S05F_10.npy,W278
../Datasets/normalized_landmarks\Front\W315\W315S06F_08.npy,W315
../Datasets/normalized_landmarks\Front\W293\W293S11F_07.npy,W293
../Datasets/normalized_landmarks\Front\W152\W152S02F_09.npy,W152
../Datasets/normalized_landmarks\Front\W055\W055S08F_04.npy,W055
../Datasets/normalized_landmarks\Front\W152\W152S13F_10.npy,W152
../Datasets/normalized_landmarks\Front\W306\W306S02F_10.npy,W306
../Datasets/normalized_landmarks\Front\W207\W207S02F_04.npy,W207
../Datasets/normalized_landmarks\Front\W193\W193S15F_01.npy,W193
../Datasets/normalized_landmarks\Front\W335\W335S16F_06.npy,W335
../Datasets/normalized_landmarks\Front\W080\W080S05F_03.npy,W080
../Datasets/normalized_landmarks\Front\W353\W353S04F_03.npy,W353
../Datasets/normalized_landmarks\Front\W296\W296S08F_10.npy,W296
../Datasets/normalized_landmarks\Front\W120\W120S05F_05.npy,W120
../Datasets/normalized_landmarks\Front\W248\W248S04F_12.npy,W248
../Datasets/normalized_landmarks\Front\W317\W317S01F_15.npy,W317
../Datasets/normalized_landmarks\Front\W283\W283S04F_11.npy,W283
../Datasets/normalized_landmarks\Front\W335\W335S04F_02.npy,W335
../Datasets/normalized_landmarks\Front\W305\W305S14F_10.npy,W305
../Datasets/normalized_landmarks\Front\W298\W298S08F_02.npy,W298
../Datasets/normalized_landmarks\Front\W209\W209S02F_07.npy,W209
../Datasets/normalized_landmarks\Front\W223\W223S09F_04.npy,W223
../Datasets/normalized_landmarks\Front\W019\W019S02F_10.npy,W019
../Datasets/normalized_landmarks\Front\W377\W377S05F_05.npy,W377
../Datasets/normalized_landmarks\Front\W226\W226S05F_01.npy,W226
../Datasets/normalized_landmarks\Front\W323\W323S08F_09.npy,W323
../Datasets/normalized_landmarks\Front\W327\W327S12F_08.npy,W327
../Datasets/normalized_landmarks\Front\W344\W344S17F_06.npy,W344
../Datasets/normalized_landmarks\Front\W273\W273S12F_01.npy,W273
../Datasets/normalized_landmarks\Front\W245\W245S01F_06.npy,W245
../Datasets/normalized_landmarks\Front\W011\W011S11F_04.npy,W011
../Datasets/normalized_landmarks\Front\W318\W318S12F_09.npy,W318
../Datasets/normalized_landmarks\Front\W296\W296S02F_02.npy,W296
../Datasets/normalized_landmarks\Front\W368\W368S05F_07.npy,W368
../Datasets/normalized_landmarks\Front\W241\W241S05F_03.npy,W241
../Datasets/normalized_landmarks\Front\W049\W049S12F_09.npy,W049
../Datasets/normalized_landmarks\Front\W393\W393S17F_08.npy,W393
../Datasets/normalized_landmarks\Front\W339\W339S05F_05.npy,W339
../Datasets/normalized_landmarks\Front\W205\W205S01F_03.npy,W205
../Datasets/normalized_landmarks\Front\W178\W178S04F_02.npy,W178
../Datasets/normalized_landmarks\Front\W287\W287S14F_06.npy,W287
../Datasets/normalized_landmarks\Front\W362\W362S08F_09.npy,W362
../Datasets/normalized_landmarks\Front\W185\W185S11F_10.npy,W185
../Datasets/normalized_landmarks\Front\W251\W251S12F_07.npy,W251
../Datasets/normalized_landmarks\Front\W350\W350S11F_02.npy,W350
../Datasets/normalized_landmarks\Front\W359\W359S11F_09.npy,W359
../Datasets/normalized_landmarks\Front\W049\W049S03F_06.npy,W049
../Datasets/normalized_landmarks\Front\W360\W360S07F_06.npy,W360
../Datasets/normalized_landmarks\Front\W300\W300S15F_01.npy,W300
../Datasets/normalized_landmarks\Front\W263\W263S13F_05.npy,W263
../Datasets/normalized_landmarks\Front\W310\W310S02F_11.npy,W310
../Datasets/normalized_landmarks\Front\W294\W294S13F_08.npy,W294
../Datasets/normalized_landmarks\Front\W353\W353S13F_04.npy,W353
../Datasets/normalized_landmarks\Front\W330\W330S11F_06.npy,W330
../Datasets/normalized_landmarks\Front\W258\W258S09F_01.npy,W258
../Datasets/normalized_landmarks\Front\W106\W106S04F_04.npy,W106
../Datasets/normalized_landmarks\Front\W372\W372S02F_01.npy,W372
../Datasets/normalized_landmarks\Front\W330\W330S04F_05.npy,W330
../Datasets/normalized_landmarks\Front\W265\W265S09F_04.npy,W265
../Datasets/normalized_landmarks\Front\W114\W114S06F_08.npy,W114
../Datasets/normalized_landmarks\Front\W058\W058S01F_02.npy,W058
../Datasets/normalized_landmarks\Front\W285\W285S07F_02.npy,W285
../Datasets/normalized_landmarks\Front\W335\W335S01F_05.npy,W335
../Datasets/normalized_landmarks\Front\W314\W314S16F_07.npy,W314
../Datasets/normalized_landmarks\Front\W138\W138S15F_01.npy,W138
../Datasets/normalized_landmarks\Front\W376\W376S06F_05.npy,W376
../Datasets/normalized_landmarks\Front\W325\W325S04F_11.npy,W325
../Datasets/normalized_landmarks\Front\W338\W338S14F_04.npy,W338
../Datasets/normalized_landmarks\Front\W334\W334S09F_05.npy,W334
../Datasets/normalized_landmarks\Front\W300\W300S06F_03.npy,W300
../Datasets/normalized_landmarks\Front\W221\W221S09F_07.npy,W221
../Datasets/normalized_landmarks\Front\W130\W130S06F_03.npy,W130
../Datasets/normalized_landmarks\Front\W114\W114S05F_02.npy,W114
../Datasets/normalized_landmarks\Front\W121\W121S15F_04.npy,W121
../Datasets/normalized_landmarks\Front\W358\W358S17F_12.npy,W358
../Datasets/normalized_landmarks\Front\W165\W165S01F_14.npy,W165
../Datasets/normalized_landmarks\Front\W390\W390S08F_02.npy,W390
../Datasets/normalized_landmarks\Front\W030\W030S06F_11.npy,W030
../Datasets/normalized_landmarks\Front\W033\W033S11F_13.npy,W033
../Datasets/normalized_landmarks\Front\W300\W300S09F_03.npy,W300
../Datasets/normalized_landmarks\Front\W389\W389S02F_02.npy,W389
../Datasets/normalized_landmarks\Front\W373\W373S11F_08.npy,W373
../Datasets/normalized_landmarks\Front\W039\W039S01F_15.npy,W039
../Datasets/normalized_landmarks\Front\W300\W300S16F_09.npy,W300
../Datasets/normalized_landmarks\Front\W274\W274S01F_11.npy,W274
../Datasets/normalized_landmarks\Front\W113\W113S08F_01.npy,W113
../Datasets/normalized_landmarks\Front\W006\W006S11F_14.npy,W006
../Datasets/normalized_landmarks\Front\W369\W369S05F_08.npy,W369
../Datasets/normalized_landmarks\Front\W163\W163S12F_09.npy,W163
../Datasets/normalized_landmarks\Front\W018\W018S10F_10.npy,W018
../Datasets/normalized_landmarks\Front\W227\W227S08F_04.npy,W227
../Datasets/normalized_landmarks\Front\W302\W302S02F_10.npy,W302
../Datasets/normalized_landmarks\Front\W381\W381S12F_06.npy,W381
../Datasets/normalized_landmarks\Front\W167\W167S13F_03.npy,W167
../Datasets/normalized_landmarks\Front\W319\W319S04F_10.npy,W319
../Datasets/normalized_landmarks\Front\W204\W204S15F_08.npy,W204
../Datasets/normalized_landmarks\Front\W047\W047S03F_12.npy,W047
../Datasets/normalized_landmarks\Front\W028\W028S09F_04.npy,W028
../Datasets/normalized_landmarks\Front\W132\W132S15F_05.npy,W132
../Datasets/normalized_landmarks\Front\W389\W389S05F_03.npy,W389
../Datasets/normalized_landmarks\Front\W222\W222S02F_10.npy,W222
../Datasets/normalized_landmarks\Front\W175\W175S08F_05.npy,W175
../Datasets/normalized_landmarks\Front\W010\W010S09F_08.npy,W010
../Datasets/normalized_landmarks\Front\W338\W338S05F_09.npy,W338
../Datasets/normalized_landmarks\Front\W156\W156S01F_02.npy,W156
../Datasets/normalized_landmarks\Front\W387\W387S04F_03.npy,W387
../Datasets/normalized_landmarks\Front\W381\W381S03F_02.npy,W381
../Datasets/normalized_landmarks\Front\W334\W334S09F_07.npy,W334
../Datasets/normalized_landmarks\Front\W364\W364S03F_05.npy,W364
../Datasets/normalized_landmarks\Front\W168\W168S04F_01.npy,W168
../Datasets/normalized_landmarks\Front\W218\W218S11F_16.npy,W218
../Datasets/normalized_landmarks\Front\W386\W386S16F_02.npy,W386
../Datasets/normalized_landmarks\Front\W383\W383S01F_09.npy,W383
../Datasets/normalized_landmarks\Front\W229\W229S15F_03.npy,W229
../Datasets/normalized_landmarks\Front\W015\W015S02F_12.npy,W015
../Datasets/normalized_landmarks\Front\W303\W303S06F_07.npy,W303
../Datasets/normalized_landmarks\Front\W292\W292S01F_10.npy,W292
../Datasets/normalized_landmarks\Front\W089\W089S06F_02.npy,W089
../Datasets/normalized_landmarks\Front\W029\W029S09F_07.npy,W029
../Datasets/normalized_landmarks\Front\W050\W050S06F_04.npy,W050
../Datasets/normalized_landmarks\Front\W170\W170S06F_06.npy,W170
../Datasets/normalized_landmarks\Front\W125\W125S08F_02.npy,W125
../Datasets/normalized_landmarks\Front\W259\W259S12F_06.npy,W259
../Datasets/normalized_landmarks\Front\W221\W221S09F_01.npy,W221
../Datasets/normalized_landmarks\Front\W398\W398S07F_10.npy,W398
../Datasets/normalized_landmarks\Front\W307\W307S04F_06.npy,W307
../Datasets/normalized_landmarks\Front\W389\W389S15F_07.npy,W389
../Datasets/normalized_landmarks\Front\W332\W332S12F_01.npy,W332
../Datasets/normalized_landmarks\Front\W351\W351S11F_02.npy,W351
../Datasets/normalized_landmarks\Front\W067\W067S11F_13.npy,W067
../Datasets/normalized_landmarks\Front\W011\W011S09F_11.npy,W011
../Datasets/normalized_landmarks\Front\W217\W217S09F_07.npy,W217
../Datasets/normalized_landmarks\Front\W032\W032S05F_02.npy,W032
../Datasets/normalized_landmarks\Front\W244\W244S01F_06.npy,W244
../Datasets/normalized_landmarks\Front\W331\W331S09F_01.npy,W331
../Datasets/normalized_landmarks\Front\W246\W246S05F_09.npy,W246
../Datasets/normalized_landmarks\Front\W355\W355S05F_02.npy,W355
../Datasets/normalized_landmarks\Front\W078\W078S06F_03.npy,W078
../Datasets/normalized_landmarks\Front\W231\W231S08F_09.npy,W231
../Datasets/normalized_landmarks\Front\W026\W026S06F_10.npy,W026
../Datasets/normalized_landmarks\Front\W398\W398S01F_14.npy,W398
../Datasets/normalized_landmarks\Front\W269\W269S15F_10.npy,W269
../Datasets/normalized_landmarks\Front\W400\W400S06F_10.npy,W400
../Datasets/normalized_landmarks\Front\W345\W345S04F_10.npy,W345
../Datasets/normalized_landmarks\Front\W238\W238S02F_07.npy,W238
../Datasets/normalized_landmarks\Front\W072\W072S09F_04.npy,W072
../Datasets/normalized_landmarks\Front\W386\W386S07F_03.npy,W386
../Datasets/normalized_landmarks\Front\W186\W186S11F_07.npy,W186
../Datasets/normalized_landmarks\Front\W082\W082S05F_09.npy,W082
../Datasets/normalized_landmarks\Front\W099\W099S15F_08.npy,W099
../Datasets/normalized_landmarks\Front\W030\W030S08F_02.npy,W030
../Datasets/normalized_landmarks\Front\W251\W251S08F_01.npy,W251
../Datasets/normalized_landmarks\Front\W148\W148S01F_09.npy,W148
../Datasets/normalized_landmarks\Front\W169\W169S09F_02.npy,W169
../Datasets/normalized_landmarks\Front\W141\W141S01F_13.npy,W141
../Datasets/normalized_landmarks\Front\W037\W037S12F_06.npy,W037
../Datasets/normalized_landmarks\Front\W138\W138S12F_04.npy,W138
../Datasets/normalized_landmarks\Front\W191\W191S04F_10.npy,W191
../Datasets/normalized_landmarks\Front\W282\W282S17F_05.npy,W282
../Datasets/normalized_landmarks\Front\W306\W306S16F_01.npy,W306
../Datasets/normalized_landmarks\Front\W336\W336S16F_05.npy,W336
../Datasets/normalized_landmarks\Front\W328\W328S17F_09.npy,W328
../Datasets/normalized_landmarks\Front\W091\W091S15F_01.npy,W091
../Datasets/normalized_landmarks\Front\W362\W362S05F_01.npy,W362
../Datasets/normalized_landmarks\Front\W362\W362S09F_08.npy,W362
../Datasets/normalized_landmarks\Front\W228\W228S06F_09.npy,W228
../Datasets/normalized_landmarks\Front\W334\W334S01F_07.npy,W334
../Datasets/normalized_landmarks\Front\W222\W222S08F_07.npy,W222
../Datasets/normalized_landmarks\Front\W046\W046S10F_11.npy,W046
../Datasets/normalized_landmarks\Front\W313\W313S17F_02.npy,W313
../Datasets/normalized_landmarks\Front\W087\W087S02F_02.npy,W087
../Datasets/normalized_landmarks\Front\W197\W197S12F_04.npy,W197
../Datasets/normalized_landmarks\Front\W078\W078S03F_03.npy,W078
../Datasets/normalized_landmarks\Front\W078\W078S06F_04.npy,W078
../Datasets/normalized_landmarks\Front\W360\W360S09F_07.npy,W360
../Datasets/normalized_landmarks\Front\W021\W021S12F_03.npy,W021
../Datasets/normalized_landmarks\Front\W356\W356S18F_12.npy,W356
../Datasets/normalized_landmarks\Front\W330\W330S02F_04.npy,W330
../Datasets/normalized_landmarks\Front\W401\W401S12F_03.npy,W401
../Datasets/normalized_landmarks\Front\W001\W001S11F_07.npy,W001
../Datasets/normalized_landmarks\Front\W241\W241S06F_06.npy,W241
../Datasets/normalized_landmarks\Front\W233\W233S02F_01.npy,W233
../Datasets/normalized_landmarks\Front\W340\W340S15F_01.npy,W340
../Datasets/normalized_landmarks\Front\W025\W025S04F_07.npy,W025
../Datasets/normalized_landmarks\Front\W203\W203S15F_05.npy,W203
../Datasets/normalized_landmarks\Front\W370\W370S03F_07.npy,W370
../Datasets/normalized_landmarks\Front\W029\W029S02F_09.npy,W029
../Datasets/normalized_landmarks\Front\W060\W060S08F_04.npy,W060
../Datasets/normalized_landmarks\Front\W079\W079S08F_04.npy,W079
../Datasets/normalized_landmarks\Front\W371\W371S01F_09.npy,W371
../Datasets/normalized_landmarks\Front\W070\W070S01F_05.npy,W070
../Datasets/normalized_landmarks\Front\W191\W191S11F_05.npy,W191
../Datasets/normalized_landmarks\Front\W394\W394S14F_01.npy,W394
../Datasets/normalized_landmarks\Front\W363\W363S12F_01.npy,W363
../Datasets/normalized_landmarks\Front\W185\W185S05F_02.npy,W185
../Datasets/normalized_landmarks\Front\W295\W295S08F_11.npy,W295
../Datasets/normalized_landmarks\Front\W233\W233S02F_02.npy,W233
../Datasets/normalized_landmarks\Front\W302\W302S11F_07.npy,W302
../Datasets/normalized_landmarks\Front\W207\W207S01F_04.npy,W207
../Datasets/normalized_landmarks\Front\W258\W258S09F_03.npy,W258
../Datasets/normalized_landmarks\Front\W380\W380S05F_01.npy,W380
../Datasets/normalized_landmarks\Front\W062\W062S08F_01.npy,W062
../Datasets/normalized_landmarks\Front\W361\W361S09F_06.npy,W361
../Datasets/normalized_landmarks\Front\W072\W072S11F_04.npy,W072
../Datasets/normalized_landmarks\Front\W055\W055S05F_02.npy,W055
../Datasets/normalized_landmarks\Front\W149\W149S11F_03.npy,W149
../Datasets/normalized_landmarks\Front\W169\W169S01F_06.npy,W169
../Datasets/normalized_landmarks\Front\W034\W034S09F_08.npy,W034
../Datasets/normalized_landmarks\Front\W243\W243S15F_03.npy,W243
../Datasets/normalized_landmarks\Front\W122\W122S15F_03.npy,W122
../Datasets/normalized_landmarks\Front\W071\W071S10F_06.npy,W071
../Datasets/normalized_landmarks\Front\W182\W182S05F_03.npy,W182
../Datasets/normalized_landmarks\Front\W378\W378S01F_06.npy,W378
../Datasets/normalized_landmarks\Front\W200\W200S04F_06.npy,W200
../Datasets/normalized_landmarks\Front\W133\W133S11F_03.npy,W133
../Datasets/normalized_landmarks\Front\W319\W319S01F_04.npy,W319
../Datasets/normalized_landmarks\Front\W184\W184S08F_10.npy,W184
../Datasets/normalized_landmarks\Front\W347\W347S08F_03.npy,W347
../Datasets/normalized_landmarks\Front\W007\W007S09F_07.npy,W007
../Datasets/normalized_landmarks\Front\W365\W365S04F_07.npy,W365
../Datasets/normalized_landmarks\Front\W008\W008S04F_10.npy,W008
../Datasets/normalized_landmarks\Front\W189\W189S06F_09.npy,W189
../Datasets/normalized_landmarks\Front\W132\W132S09F_08.npy,W132
../Datasets/normalized_landmarks\Front\W221\W221S08F_09.npy,W221
../Datasets/normalized_landmarks\Front\W226\W226S15F_04.npy,W226
../Datasets/normalized_landmarks\Front\W125\W125S02F_11.npy,W125
../Datasets/normalized_landmarks\Front\W074\W074S04F_07.npy,W074
../Datasets/normalized_landmarks\Front\W336\W336S09F_03.npy,W336
../Datasets/normalized_landmarks\Front\W351\W351S13F_07.npy,W351
../Datasets/normalized_landmarks\Front\W156\W156S02F_04.npy,W156
../Datasets/normalized_landmarks\Front\W040\W040S09F_03.npy,W040
../Datasets/normalized_landmarks\Front\W166\W166S06F_09.npy,W166
../Datasets/normalized_landmarks\Front\W187\W187S09F_01.npy,W187
../Datasets/normalized_landmarks\Front\W092\W092S13F_07.npy,W092
../Datasets/normalized_landmarks\Front\W394\W394S14F_10.npy,W394
../Datasets/normalized_landmarks\Front\W270\W270S11F_07.npy,W270
../Datasets/normalized_landmarks\Front\W149\W149S02F_07.npy,W149
../Datasets/normalized_landmarks\Front\W350\W350S06F_04.npy,W350
../Datasets/normalized_landmarks\Front\W026\W026S11F_08.npy,W026
../Datasets/normalized_landmarks\Front\W167\W167S01F_07.npy,W167
../Datasets/normalized_landmarks\Front\W239\W239S02F_17.npy,W239
../Datasets/normalized_landmarks\Front\W319\W319S13F_02.npy,W319
../Datasets/normalized_landmarks\Front\W339\W339S07F_04.npy,W339
../Datasets/normalized_landmarks\Front\W053\W053S12F_05.npy,W053
../Datasets/normalized_landmarks\Front\W125\W125S13F_05.npy,W125
../Datasets/normalized_landmarks\Front\W073\W073S09F_06.npy,W073
../Datasets/normalized_landmarks\Front\W026\W026S03F_10.npy,W026
../Datasets/normalized_landmarks\Front\W016\W016S08F_04.npy,W016
../Datasets/normalized_landmarks\Front\W241\W241S09F_05.npy,W241
../Datasets/normalized_landmarks\Front\W367\W367S08F_010.npy,W367
../Datasets/normalized_landmarks\Front\W383\W383S03F_03.npy,W383
../Datasets/normalized_landmarks\Front\W134\W134S01F_07.npy,W134
../Datasets/normalized_landmarks\Front\W152\W152S12F_10.npy,W152
../Datasets/normalized_landmarks\Front\W051\W051S04F_08.npy,W051
../Datasets/normalized_landmarks\Front\W330\W330S07F_06.npy,W330
../Datasets/normalized_landmarks\Front\W306\W306S14F_11.npy,W306
../Datasets/normalized_landmarks\Front\W024\W024S11F_16.npy,W024
../Datasets/normalized_landmarks\Front\W148\W148S04F_03.npy,W148
../Datasets/normalized_landmarks\Front\W053\W053S04F_06.npy,W053
../Datasets/normalized_landmarks\Front\W356\W356S18F_09.npy,W356
../Datasets/normalized_landmarks\Front\W244\W244S15F_08.npy,W244
../Datasets/normalized_landmarks\Front\W398\W398S07F_08.npy,W398
../Datasets/normalized_landmarks\Front\W107\W107S11F_11.npy,W107
../Datasets/normalized_landmarks\Front\W014\W014S15F_03.npy,W014
../Datasets/normalized_landmarks\Front\W163\W163S04F_03.npy,W163
../Datasets/normalized_landmarks\Front\W355\W355S16F_06.npy,W355
../Datasets/normalized_landmarks\Front\W035\W035S01F_06.npy,W035
../Datasets/normalized_landmarks\Front\W179\W179S13F_07.npy,W179
../Datasets/normalized_landmarks\Front\W016\W016S15F_03.npy,W016
../Datasets/normalized_landmarks\Front\W347\W347S16F_04.npy,W347
../Datasets/normalized_landmarks\Front\W264\W264S15F_01.npy,W264
../Datasets/normalized_landmarks\Front\W047\W047S04F_04.npy,W047
../Datasets/normalized_landmarks\Front\W134\W134S13F_05.npy,W134
../Datasets/normalized_landmarks\Front\W158\W158S08F_08.npy,W158
../Datasets/normalized_landmarks\Front\W329\W329S14F_02.npy,W329
../Datasets/normalized_landmarks\Front\W189\W189S05F_07.npy,W189
../Datasets/normalized_landmarks\Front\W098\W098S04F_01.npy,W098
../Datasets/normalized_landmarks\Front\W074\W074S02F_11.npy,W074
../Datasets/normalized_landmarks\Front\W110\W110S08F_01.npy,W110
../Datasets/normalized_landmarks\Front\W303\W303S06F_08.npy,W303
../Datasets/normalized_landmarks\Front\W338\W338S11F_07.npy,W338
../Datasets/normalized_landmarks\Front\W163\W163S13F_05.npy,W163
../Datasets/normalized_landmarks\Front\W360\W360S15F_02.npy,W360
../Datasets/normalized_landmarks\Front\W188\W188S01F_15.npy,W188
../Datasets/normalized_landmarks\Front\W311\W311S05F_04.npy,W311
../Datasets/normalized_landmarks\Front\W281\W281S17F_03.npy,W281
../Datasets/normalized_landmarks\Front\W228\W228S04F_04.npy,W228
../Datasets/normalized_landmarks\Front\W342\W342S03F_07.npy,W342
../Datasets/normalized_landmarks\Front\W322\W322S07F_07.npy,W322
../Datasets/normalized_landmarks\Front\W231\W231S04F_12.npy,W231
../Datasets/normalized_landmarks\Front\W386\W386S01F_04.npy,W386
../Datasets/normalized_landmarks\Front\W286\W286S06F_07.npy,W286
../Datasets/normalized_landmarks\Front\W288\W288S01F_11.npy,W288
../Datasets/normalized_landmarks\Front\W392\W392S04F_04.npy,W392
../Datasets/normalized_landmarks\Front\W350\W350S06F_01.npy,W350
../Datasets/normalized_landmarks\Front\W310\W310S08F_03.npy,W310
../Datasets/normalized_landmarks\Front\W063\W063S08F_02.npy,W063
